MovieID,Title,Genres,AverageRating,MaleAverageRating,FemaleAverageRating,MaleCount,FemaleCount
1865,Wild Man Blues (1998),Documentary,2.4,3.33,1.0,3.0,2.0
1866,Big Hit  The (1998),Action|Comedy,4.01,4.01,4.0,128.0,39.0
1867,Tarzan and the Lost City (1998),Action|Adventure,2.57,2.52,2.73,31.0,11.0
1868,Truce  The (1996),Drama|War,3.41,3.39,3.52,173.0,40.0
1869,Black Dog (1998),Action|Thriller,,,,,
1870,Dancer  Texas Pop. 81 (1998),Comedy|Drama,3.04,2.97,3.21,265.0,126.0
1871,Friend of the Deceased  A (1997),Comedy|Drama,,,,,
1872,Go Now (1995),Drama,,,,,
1873,Misérables  Les (1998),Drama,3.03,3.0,3.12,86.0,33.0
1874,Still Breathing (1997),Comedy|Romance,3.45,3.46,3.39,501.0,125.0
1875,Clockwatchers (1997),Comedy,2.89,2.76,3.14,109.0,59.0
1876,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller,3.41,3.57,3.3,7.0,10.0
1877,Little Men (1998),Drama,,,,,
1878,Woo (1998),Comedy|Romance,3.81,3.83,3.67,30.0,6.0
1879,Hanging Garden  The (1997),Drama,3.56,3.57,3.52,248.0,105.0
1880,Lawn Dogs (1997),Drama,3.69,3.2,4.0,5.0,8.0
1881,Quest for Camelot (1998),Adventure|Animation|Children's|Fantasy,3.48,3.26,3.82,27.0,17.0
1882,Godzilla (1998),Action|Sci-Fi,,,,,
1883,Bulworth (1998),Comedy,3.36,3.31,3.42,13.0,12.0
1884,Fear and Loathing in Las Vegas (1998),Comedy|Drama,2.0,,2.0,0.0,1.0
1885,Opposite of Sex  The (1998),Comedy|Drama,2.96,2.91,3.06,69.0,32.0
1886,I Got the Hook Up (1998),Comedy,3.0,3.29,2.6,7.0,5.0
1887,Almost Heroes (1998),Adventure|Comedy,,,,,
1888,Hope Floats (1998),Comedy|Drama|Romance,,,,,
1889,Insomnia (1997),Thriller,2.0,2.0,,1.0,0.0
1890,Little Boy Blue (1997),Drama,3.19,3.13,3.25,100.0,111.0
1891,Ugly  The (1997),Horror|Thriller,2.05,1.88,2.6,16.0,5.0
1892,Perfect Murder  A (1998),Mystery|Thriller,,,,,
1893,Beyond Silence (1996),Drama,3.37,3.44,3.15,77.0,27.0
1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance,2.67,2.72,2.25,29.0,4.0
1895,Can't Hardly Wait (1998),Comedy|Drama|Romance,1.55,1.42,2.0,31.0,9.0
1896,Cousin Bette (1998),Comedy,4.0,3.99,4.04,79.0,23.0
1897,High Art (1998),Drama|Romance,,,,,
1898,Land Girls  The (1998),Drama|War,3.0,2.87,3.21,23.0,14.0
1899,Passion in the Desert (1998),Adventure|Drama,5.0,5.0,,1.0,0.0
1900,Children of Heaven  The (Bacheha-Ye Aseman) (1997),Drama,2.58,2.61,2.44,557.0,110.0
1901,Dear Jesse (1997),Documentary,4.0,,4.0,0.0,1.0
1902,Dream for an Insomniac (1996),Drama|Romance,3.0,3.01,2.96,215.0,49.0
1903,Hav Plenty (1997),Comedy,3.94,3.91,4.02,363.0,130.0
1904,Henry Fool (1997),Comedy|Drama,3.29,3.21,3.41,220.0,146.0
1905,Marie Baie Des Anges (1997),Drama,3.31,3.29,3.36,93.0,42.0
1906,Mr. Jealousy (1997),Comedy|Romance,2.69,2.49,3.64,53.0,11.0
1907,Mulan (1998),Animation|Children's,,,,,
1908,Resurrection Man (1998),Drama|Thriller,2.26,2.32,2.11,50.0,19.0
1909,X-Files: Fight the Future  The (1998),Mystery|Sci-Fi|Thriller,3.38,3.34,3.53,126.0,34.0
1910,I Went Down (1997),Action|Comedy|Crime,2.95,2.93,3.0,71.0,24.0
1911,Doctor Dolittle (1998),Comedy,4.0,4.0,4.0,1.0,1.0
1912,Out of Sight (1998),Action|Crime|Romance,3.0,,3.0,0.0,1.0
1913,Picnic at Hanging Rock (1975),Drama|Mystery,3.86,3.83,4.0,24.0,5.0
1914,Smoke Signals (1998),Comedy|Drama,3.75,3.72,3.86,242.0,59.0
1915,Voyage to the Beginning of the World (1997),Drama,3.25,3.31,3.14,13.0,7.0
1916,Buffalo 66 (1998),Action|Comedy|Drama,,,,,
1917,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller,3.05,2.92,3.29,118.0,59.0
1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama,2.57,2.57,,7.0,0.0
1919,Madeline (1998),Children's|Comedy,2.85,2.71,3.0,7.0,6.0
1920,Small Soldiers (1998),Animation|Children's|Fantasy|War,4.0,4.0,,2.0,0.0
1921,Pi (1998),Sci-Fi|Thriller,2.0,2.0,,1.0,0.0
1922,Whatever (1998),Drama,2.0,2.06,1.0,16.0,1.0
1923,There's Something About Mary (1998),Comedy,3.02,2.97,3.11,29.0,19.0
1924,Plan 9 from Outer Space (1958),Horror|Sci-Fi,2.4,2.39,2.42,82.0,26.0
1925,Wings (1927),Drama|Romance|War,3.06,3.0,3.15,45.0,27.0
1926,Broadway Melody  The (1929),Musical,3.08,3.06,3.14,17.0,7.0
1927,All Quiet on the Western Front (1930),War,3.27,3.27,3.24,151.0,21.0
1928,Cimarron (1931),Western,3.53,3.77,2.5,26.0,6.0
1929,Grand Hotel (1932),Drama,3.77,3.9,3.5,30.0,14.0
1930,Cavalcade (1933),Drama,3.33,3.33,,3.0,0.0
1931,Mutiny on the Bounty (1935),Adventure,2.05,2.03,2.21,174.0,24.0
1932,Great Ziegfeld  The (1936),Musical,2.22,2.21,2.27,116.0,26.0
1933,Life of Émile Zola  The (1937),Drama,2.73,2.88,2.33,8.0,3.0
1934,You Can't Take It With You (1938),Comedy,3.56,3.61,3.38,41.0,13.0
1935,How Green Was My Valley (1941),Drama,3.09,3.11,2.88,173.0,16.0
1936,Mrs. Miniver (1942),Drama|War,2.42,2.47,1.5,36.0,2.0
1937,Going My Way (1944),Comedy,2.0,3.0,1.0,1.0,1.0
1938,Lost Weekend  The (1945),Drama,2.31,2.33,2.2,46.0,5.0
1939,Best Years of Our Lives  The (1946),Drama|War,3.51,3.44,3.61,41.0,31.0
1940,Gentleman's Agreement (1947),Drama,4.0,4.0,4.0,3.0,1.0
1941,Hamlet (1948),Drama,3.2,3.33,3.0,6.0,4.0
1942,All the King's Men (1949),Drama,3.76,3.8,3.7,166.0,93.0
1943,Greatest Show on Earth  The (1952),Drama,3.37,3.06,3.82,16.0,11.0
1944,From Here to Eternity (1953),Drama|Romance|War,3.4,3.41,3.39,103.0,61.0
1945,On the Waterfront (1954),Crime|Drama,3.17,3.18,3.09,737.0,158.0
1946,Marty (1955),Drama|Romance,2.5,4.0,2.0,1.0,3.0
1947,West Side Story (1961),Musical|Romance,2.0,2.12,1.67,8.0,3.0
1948,Tom Jones (1963),Comedy,3.91,3.9,4.0,20.0,2.0
1949,Man for All Seasons  A (1966),Drama,3.42,3.21,4.0,19.0,7.0
1950,In the Heat of the Night (1967),Drama|Mystery,2.78,2.72,2.91,46.0,22.0
1951,Oliver! (1968),Musical,2.32,2.34,2.18,442.0,57.0
1952,Midnight Cowboy (1969),Drama,3.44,3.44,3.42,499.0,165.0
1953,French Connection  The (1971),Action|Crime|Drama|Thriller,3.35,3.42,3.08,235.0,63.0
1954,Rocky (1976),Action|Drama,3.69,3.67,3.75,418.0,190.0
1955,Kramer Vs. Kramer (1979),Drama,2.75,2.75,,4.0,0.0
1956,Ordinary People (1980),Drama,2.48,2.59,2.0,49.0,11.0
1957,Chariots of Fire (1981),Drama,2.99,2.78,3.21,193.0,194.0
1958,Terms of Endearment (1983),Comedy|Drama,3.88,3.91,3.6,44.0,5.0
1959,Out of Africa (1985),Drama|Romance,2.43,2.6,2.0,5.0,2.0
1960,Last Emperor  The (1987),Drama|War,1.89,1.89,,9.0,0.0
1961,Rain Man (1988),Drama,3.37,3.38,3.36,280.0,121.0
1962,Driving Miss Daisy (1989),Drama,3.76,3.54,4.12,13.0,8.0
1963,Take the Money and Run (1969),Comedy,2.91,2.92,2.9,318.0,153.0
1964,Klute (1971),Drama|Mystery,3.24,3.24,3.24,204.0,102.0
1965,Repo Man (1984),Comedy|Sci-Fi,3.11,3.23,3.0,22.0,25.0
1966,Metropolitan (1990),Comedy,3.5,3.36,3.7,76.0,57.0
1967,Labyrinth (1986),Adventure|Children's|Fantasy,3.64,3.56,3.8,9.0,5.0
1968,Breakfast Club  The (1985),Comedy|Drama,3.2,3.25,3.0,8.0,2.0
1969,Nightmare on Elm Street Part 2: Freddy's Revenge  A (1985),Horror,4.16,3.97,4.41,34.0,27.0
1970,Nightmare on Elm Street 3: Dream Warriors  A (1987),Horror,4.0,4.0,,5.0,0.0
1971,Nightmare on Elm Street 4: The Dream Master  A (1988),Horror,3.1,2.83,3.28,12.0,18.0
1972,Nightmare on Elm Street 5: The Dream Child  A (1989),Horror,3.33,3.2,4.0,5.0,1.0
1973,Freddy's Dead: The Final Nightmare (1991),Horror,3.49,3.54,3.37,78.0,35.0
1974,Friday the 13th (1980),Horror,1.5,1.5,,2.0,0.0
1975,Friday the 13th Part 2 (1981),Horror,3.22,3.3,3.08,20.0,12.0
1976,Friday the 13th Part 3: 3D (1982),Horror,3.74,3.65,3.93,328.0,162.0
1977,Friday the 13th: The Final Chapter (1984),Horror,3.0,3.0,,1.0,0.0
1978,Friday the 13th Part V: A New Beginning (1985),Horror,3.49,3.49,3.49,806.0,190.0
1979,Friday the 13th Part VI: Jason Lives (1986),Horror,3.76,3.71,4.0,35.0,6.0
1980,Friday the 13th Part VII: The New Blood (1988),Horror,2.93,2.91,2.99,383.0,144.0
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,3.8,3.82,3.71,717.0,191.0
1982,Halloween (1978),Horror,3.83,3.81,3.86,111.0,56.0
1983,Halloween II (1981),Horror,3.81,3.74,3.93,233.0,139.0
1984,Halloween III: Season of the Witch (1983),Horror,4.0,4.0,,1.0,0.0
1985,Halloween 4: The Return of Michael Myers (1988),Horror,3.51,3.47,3.61,257.0,97.0
1986,Halloween 5: The Revenge of Michael Myers (1989),Horror,3.19,3.17,3.31,910.0,200.0
1987,Prom Night (1980),Horror,3.14,3.11,3.28,559.0,110.0
1988,Hello Mary Lou: Prom Night II (1987),Horror,3.17,3.17,3.18,66.0,50.0
1989,Prom Night III: The Last Kiss (1989),Horror,2.81,2.86,2.61,297.0,67.0
1990,Prom Night IV: Deliver Us From Evil (1992),Horror,3.79,3.79,3.78,508.0,105.0
1991,Child's Play (1988),Horror,3.42,3.47,3.31,36.0,16.0
1992,Child's Play 2 (1990),Horror,3.9,3.98,3.69,1026.0,345.0
1993,Child's Play 3 (1992),Horror,2.63,2.6,2.8,208.0,41.0
1994,Poltergeist (1982),Horror|Thriller,3.89,3.82,4.08,33.0,12.0
1995,Poltergeist II: The Other Side (1986),Horror|Thriller,3.19,2.76,3.67,17.0,15.0
1996,Poltergeist III (1988),Horror|Thriller,4.19,4.24,3.96,221.0,47.0
1997,Exorcist  The (1973),Horror,3.38,3.41,3.29,22.0,7.0
1998,Exorcist II: The Heretic (1977),Horror,3.79,3.73,3.95,63.0,21.0
1999,Exorcist III  The (1990),Horror,3.0,3.33,2.5,3.0,2.0
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,4.03,4.08,3.86,176.0,49.0
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,3.28,3.25,3.33,24.0,12.0
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,3.38,3.44,3.2,16.0,5.0
2003,Gremlins (1984),Comedy|Horror,4.01,3.92,4.19,51.0,26.0
2004,Gremlins 2: The New Batch (1990),Comedy|Horror,4.03,4.03,4.03,71.0,36.0
2005,Goonies  The (1985),Adventure|Children's|Fantasy,3.88,3.85,3.91,48.0,34.0
2006,Mask of Zorro  The (1998),Action|Adventure|Romance,3.73,3.67,3.85,43.0,20.0
2007,Polish Wedding (1998),Comedy,3.91,3.89,3.95,82.0,40.0
2008,This World  Then the Fireworks (1996),Crime|Drama|Film-Noir,4.12,4.13,4.11,174.0,62.0
2009,Soylent Green (1973),Sci-Fi|Thriller,3.89,3.82,4.03,61.0,30.0
2010,Metropolis (1926),Sci-Fi,3.81,3.82,3.78,76.0,37.0
2011,Back to the Future Part II (1989),Comedy|Sci-Fi,4.03,4.0,4.17,95.0,24.0
2012,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,3.28,3.23,3.36,39.0,22.0
2013,Poseidon Adventure  The (1972),Action|Adventure,4.1,4.09,4.11,255.0,109.0
2014,Freaky Friday (1977),Children's|Comedy,4.27,4.3,4.19,393.0,126.0
2015,Absent Minded Professor  The (1961),Children's|Comedy|Fantasy,3.98,4.01,3.92,133.0,72.0
2016,Apple Dumpling Gang Rides Again  The (1979),Children's|Comedy|Western,4.06,3.95,4.23,472.0,289.0
2017,Babes in Toyland (1961),Children's|Fantasy|Musical,3.86,3.84,3.91,152.0,46.0
2018,Bambi (1942),Animation|Children's,4.23,4.21,4.3,159.0,60.0
2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama,4.13,4.11,4.18,258.0,90.0
2020,Dangerous Liaisons (1988),Drama|Romance,3.69,3.62,3.81,129.0,84.0
2021,Dune (1984),Fantasy|Sci-Fi,4.11,4.09,4.18,514.0,149.0
2022,Last Temptation of Christ  The (1988),Drama,4.1,4.13,3.92,730.0,131.0
2023,Godfather: Part III  The (1990),Action|Crime|Drama,3.94,4.0,3.71,921.0,208.0
2024,Rapture  The (1991),Drama|Mystery,3.8,3.72,3.98,326.0,126.0
2025,Lolita (1997),Drama|Romance,3.99,3.91,4.13,328.0,179.0
2026,Disturbing Behavior (1998),Horror|Thriller,3.8,3.78,3.84,468.0,166.0
2027,Mafia! (1998),Comedy|Crime,3.61,3.49,3.82,348.0,182.0
2028,Saving Private Ryan (1998),Action|Drama|War,3.65,3.51,3.89,390.0,236.0
2029,Billy's Hollywood Screen Kiss (1997),Comedy|Romance,3.98,3.95,4.07,484.0,152.0
2030,East Palace West Palace (Dong gong xi gong) (1997),Drama,4.05,4.04,4.1,966.0,364.0
2031,$1 000 000 Duck (1971),Children's|Comedy,3.88,3.79,4.06,434.0,218.0
2032,Barefoot Executive  The (1971),Children's|Comedy,4.05,4.05,4.05,208.0,44.0
2033,Black Cauldron  The (1985),Animation|Children's,3.81,3.79,3.85,213.0,89.0
2034,Black Hole  The (1979),Sci-Fi,3.68,3.7,3.61,621.0,130.0
2035,Blackbeard's Ghost (1968),Children's|Comedy,3.65,3.71,3.49,141.0,57.0
2036,Blank Check (1994),Children's|Comedy,3.64,3.53,3.93,407.0,147.0
2037,Candleshoe (1977),Adventure|Children's|Comedy,3.88,3.84,3.98,1119.0,420.0
2038,Cat from Outer Space  The (1978),Children's|Comedy|Sci-Fi,2.32,2.32,2.32,227.0,47.0
2039,Cheetah (1989),Adventure|Children's,2.64,2.66,2.54,222.0,46.0
2040,Computer Wore Tennis Shoes  The (1970),Children's|Comedy,2.24,2.24,2.24,197.0,45.0
2041,Condorman (1981),Action|Adventure|Children's|Comedy,2.0,1.98,2.05,162.0,38.0
2042,D2: The Mighty Ducks (1994),Children's|Comedy,2.18,2.15,2.35,181.0,34.0
2043,Darby O'Gill and the Little People (1959),Adventure|Children's|Fantasy,3.04,3.05,2.98,258.0,59.0
2044,Devil and Max Devlin  The (1981),Comedy,2.43,2.49,2.11,144.0,27.0
2045,Far Off Place  A (1993),Adventure|Children's|Drama|Romance,1.98,2.02,1.76,170.0,29.0
2046,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi,2.18,2.26,1.64,147.0,22.0
2047,Gnome-Mobile  The (1967),Children's,2.08,2.17,1.27,103.0,11.0
2048,Great Mouse Detective  The (1986),Animation|Children's,2.18,2.29,1.5,96.0,16.0
2049,Happiest Millionaire  The (1967),Comedy|Musical,2.15,2.22,1.64,80.0,11.0
2050,Herbie Goes Bananas (1980),Adventure|Children's|Comedy,1.84,1.88,1.44,90.0,9.0
2051,Herbie Goes to Monte Carlo (1977),Adventure|Children's|Comedy,3.71,3.76,3.5,416.0,90.0
2052,Hocus Pocus (1993),Children's|Comedy,2.75,2.81,2.49,160.0,35.0
2053,Honey  I Blew Up the Kid (1992),Children's|Comedy|Sci-Fi,2.1,2.13,1.86,91.0,14.0
2054,Honey  I Shrunk the Kids (1989),Adventure|Children's|Comedy|Fantasy|Sci-Fi,2.41,2.45,2.19,108.0,21.0
2055,Hot Lead and Cold Feet (1978),Comedy|Western,2.13,2.18,1.85,107.0,20.0
2056,In Search of the Castaways (1962),Adventure|Children's,2.33,2.33,2.33,73.0,18.0
2057,Incredible Journey  The (1963),Adventure|Children's,2.1,2.07,2.2,41.0,10.0
2058,Negotiator  The (1998),Action|Thriller,1.47,1.54,1.0,13.0,2.0
2059,Parent Trap  The (1998),Children's|Drama,1.69,1.58,2.0,12.0,4.0
2060,BASEketball (1998),Comedy,2.7,2.73,2.56,196.0,43.0
2061,Full Tilt Boogie (1997),Documentary,2.11,2.09,2.23,111.0,22.0
2062,Governess  The (1998),Drama|Romance,1.9,1.87,2.0,76.0,21.0
2063,Seventh Heaven (Le Septième ciel) (1997),Drama|Romance,3.68,3.69,3.65,616.0,179.0
2064,Roger & Me (1989),Comedy|Documentary,2.42,2.35,2.68,142.0,40.0
2065,Purple Rose of Cairo  The (1985),Comedy|Drama|Romance,1.83,1.7,2.28,87.0,25.0
2066,Out of the Past (1947),Film-Noir,3.96,4.07,3.54,699.0,186.0
2067,Doctor Zhivago (1965),Drama|Romance|War,1.77,1.74,1.93,98.0,15.0
2068,Fanny and Alexander (1982),Drama,2.75,2.75,2.74,108.0,19.0
2069,Trip to Bountiful  The (1985),Drama,3.89,3.89,3.86,1304.0,323.0
2070,Tender Mercies (1983),Drama,3.55,3.54,3.58,834.0,177.0
2071,And the Band Played On (1993),Drama,3.25,3.22,3.44,671.0,131.0
2072,'burbs  The (1989),Comedy,3.27,3.32,3.06,614.0,162.0
2073,Fandango (1985),Comedy,2.51,2.5,2.61,315.0,57.0
2074,Night Porter  The (Il Portiere di notte) (1974),Drama,3.5,3.43,3.73,552.0,164.0
2075,Mephisto (1981),Drama|War,3.56,3.54,3.63,724.0,259.0
2076,Blue Velvet (1986),Drama|Mystery,2.68,2.74,2.62,31.0,34.0
2077,Journey of Natty Gann  The (1985),Adventure|Children's,2.53,2.45,2.75,11.0,4.0
2078,Jungle Book  The (1967),Animation|Children's|Comedy|Musical,3.52,3.54,3.4,360.0,62.0
2079,Kidnapped (1960),Children's|Drama,4.08,4.08,4.11,323.0,65.0
2080,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,3.34,3.39,3.15,925.0,233.0
2081,Little Mermaid  The (1989),Animation|Children's|Comedy|Musical|Romance,3.24,3.27,3.13,930.0,218.0
2082,Mighty Ducks  The (1992),Children's|Comedy,3.45,3.45,3.47,503.0,119.0
2083,Muppet Christmas Carol  The (1992),Children's|Musical,3.18,3.04,3.38,106.0,74.0
2084,Newsies (1992),Children's|Musical,3.45,3.45,3.47,282.0,98.0
2085,101 Dalmatians (1961),Animation|Children's,2.66,2.56,3.0,85.0,24.0
2086,One Magic Christmas (1985),Drama|Fantasy,2.99,2.92,3.1,99.0,63.0
2087,Peter Pan (1953),Animation|Children's|Fantasy|Musical,3.74,3.71,3.79,395.0,194.0
2088,Popeye (1980),Adventure|Comedy|Musical,4.56,4.58,4.48,522.0,106.0
2089,Rescuers Down Under  The (1990),Animation|Children's,3.97,3.92,4.05,480.0,293.0
2090,Rescuers  The (1977),Animation|Children's,3.36,3.36,3.35,662.0,127.0
2091,Return from Witch Mountain (1978),Children's|Sci-Fi,3.53,3.54,3.49,195.0,59.0
2092,Return of Jafar  The (1993),Animation|Children's|Musical,3.34,3.36,3.27,628.0,146.0
2093,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi,3.32,3.39,3.14,105.0,43.0
2094,Rocketeer  The (1991),Action|Adventure|Sci-Fi,3.34,3.38,3.27,147.0,74.0
2095,Shaggy D.A.  The (1976),Children's|Comedy,2.69,2.63,2.89,123.0,38.0
2096,Sleeping Beauty (1959),Animation|Children's|Musical,2.45,2.47,2.33,111.0,18.0
2097,Something Wicked This Way Comes (1983),Children's|Horror,4.34,4.4,4.11,2078.0,575.0
2098,Son of Flubber (1963),Children's|Comedy,3.67,3.66,3.7,56.0,20.0
2099,Song of the South (1946),Adventure|Animation|Children's|Musical,,,,,
2100,Splash (1984),Comedy|Fantasy|Romance,3.03,2.76,3.38,21.0,16.0
2101,Squanto: A Warrior's Tale (1994),Adventure|Drama,2.92,2.79,3.27,29.0,11.0
2102,Steamboat Willie (1940),Animation|Children's|Comedy|Musical,3.16,3.19,3.09,147.0,53.0
2103,Tall Tale (1994),Adventure|Children's,2.77,2.77,2.81,269.0,26.0
2104,Tex (1982),Drama,3.11,2.82,3.72,39.0,18.0
2105,Tron (1982),Action|Adventure|Fantasy|Sci-Fi,2.22,2.01,2.69,67.0,29.0
2106,Swing Kids (1993),Drama|War,3.54,3.36,3.73,28.0,26.0
2107,Halloween: H20 (1998),Horror|Thriller,2.9,2.86,3.05,155.0,43.0
2108,L.A. Story (1991),Comedy|Romance,1.0,,1.0,0.0,1.0
2109,Jerk  The (1979),Comedy,2.95,2.89,3.13,98.0,30.0
2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,2.67,2.61,2.96,120.0,25.0
2111,Man with Two Brains  The (1983),Comedy,2.63,2.57,2.77,133.0,60.0
2112,Grand Canyon (1991),Crime|Drama,3.27,3.21,3.39,107.0,51.0
2113,Graveyard Shift (1990),Horror|Thriller,2.54,2.4,3.0,40.0,12.0
2114,Outsiders  The (1983),Drama,3.45,3.5,3.41,28.0,27.0
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure,3.47,3.4,3.76,441.0,95.0
2116,Lord of the Rings  The (1978),Adventure|Animation|Children's|Sci-Fi,3.18,2.77,3.78,13.0,9.0
2117,Nineteen Eighty-Four (1984),Drama|Sci-Fi,3.5,3.46,3.58,91.0,40.0
2118,Dead Zone  The (1983),Horror|Thriller,3.32,2.9,3.88,21.0,16.0
2119,Maximum Overdrive (1986),Horror,2.54,2.37,2.97,75.0,29.0
2120,Needful Things (1993),Drama|Horror,2.55,2.45,2.88,77.0,24.0
2121,Cujo (1983),Horror|Thriller,2.87,2.73,3.07,107.0,76.0
2122,Children of the Corn (1984),Horror|Thriller,2.26,2.24,2.3,283.0,98.0
2123,All Dogs Go to Heaven (1989),Animation|Children's,2.93,2.92,2.96,791.0,254.0
2124,Addams Family  The (1991),Comedy,2.83,2.83,2.86,35.0,7.0
2125,Ever After: A Cinderella Story (1998),Drama|Romance,3.5,3.33,3.83,12.0,6.0
2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller,3.34,3.34,3.34,56.0,35.0
2127,First Love  Last Rites (1997),Drama|Romance,3.61,3.62,3.58,660.0,139.0
2128,Safe Men (1998),Comedy,3.28,3.18,3.44,159.0,109.0
2129,Saltmen of Tibet  The (1997),Documentary,2.99,3.02,2.79,164.0,19.0
2130,Atlantic City (1980),Crime|Drama|Romance,3.57,3.57,,7.0,0.0
2131,Autumn Sonata (Höstsonaten ) (1978),Drama,3.2,3.0,3.36,31.0,39.0
2132,Who's Afraid of Virginia Woolf? (1966),Drama,2.5,2.2,3.0,5.0,3.0
2133,Adventures in Babysitting (1987),Adventure|Comedy,4.07,4.07,4.08,618.0,180.0
2134,Weird Science (1985),Comedy,3.6,3.6,3.59,335.0,144.0
2135,Doctor Dolittle (1967),Adventure|Musical,4.15,4.19,4.04,79.0,27.0
2136,Nutty Professor  The (1963),Comedy,4.07,4.05,4.09,385.0,179.0
2137,Charlotte's Web (1973),Animation|Children's,3.88,3.89,3.88,87.0,41.0
2138,Watership Down (1978),Animation|Children's|Drama|Fantasy,3.79,3.75,3.83,80.0,60.0
2139,Secret of NIMH  The (1982),Animation|Children's,3.91,3.91,3.91,190.0,74.0
2140,Dark Crystal  The (1982),Children's|Fantasy|Sci-Fi,3.93,3.84,4.14,120.0,51.0
2141,American Tail  An (1986),Animation|Children's|Comedy,2.91,2.96,2.79,211.0,92.0
2142,American Tail: Fievel Goes West  An (1991),Animation|Children's|Comedy,3.67,3.6,3.92,53.0,13.0
2143,Legend (1985),Adventure|Fantasy|Romance,3.52,3.4,3.83,15.0,6.0
2144,Sixteen Candles (1984),Comedy,3.74,3.69,3.87,58.0,23.0
2145,Pretty in Pink (1986),Comedy|Drama|Romance,3.76,3.84,3.54,497.0,157.0
2146,St. Elmo's Fire (1985),Drama|Romance,3.49,3.35,3.68,88.0,66.0
2147,Clan of the Cave Bear  The (1986),Drama,3.82,3.81,3.83,445.0,219.0
2148,House (1986),Comedy|Horror,3.57,3.5,3.75,10.0,4.0
2149,House II: The Second Story (1987),Comedy|Horror,3.8,3.7,3.99,545.0,319.0
2150,Gods Must Be Crazy  The (1980),Comedy,3.76,3.63,3.98,661.0,374.0
2151,Gods Must Be Crazy II  The (1989),Comedy,2.89,2.78,3.15,257.0,104.0
2152,Air Bud: Golden Receiver (1998),Children's|Comedy,3.61,3.49,3.86,177.0,85.0
2153,Avengers  The (1998),Action|Adventure,3.13,2.67,3.86,57.0,36.0
2154,How Stella Got Her Groove Back (1998),Drama|Romance,3.6,3.5,3.79,378.0,187.0
2155,Slums of Beverly Hills  The (1998),Comedy,3.55,3.53,3.58,17.0,12.0
2156,Best Man  The (Il Testimone dello sposo) (1997),Comedy|Drama,3.66,3.6,3.79,396.0,198.0
2157,Chambermaid on the Titanic  The (1998),Romance,2.59,2.59,2.62,367.0,104.0
2158,Henry: Portrait of a Serial Killer  Part 2 (1996),Crime|Horror,3.2,3.17,3.26,162.0,77.0
2159,Henry: Portrait of a Serial Killer (1990),Crime|Horror,3.47,3.41,3.61,170.0,79.0
2160,Rosemary's Baby (1968),Horror|Thriller,2.85,2.77,3.11,141.0,45.0
2161,NeverEnding Story  The (1984),Adventure|Children's|Fantasy,2.44,2.47,2.35,117.0,46.0
2162,NeverEnding Story II: The Next Chapter  The (1990),Adventure|Children's|Fantasy,2.85,2.88,2.75,211.0,65.0
2163,Attack of the Killer Tomatoes! (1980),Comedy|Horror,3.11,3.14,2.95,622.0,114.0
2164,Surf Nazis Must Die (1987),Drama,2.97,2.94,3.07,84.0,29.0
2165,Your Friends and Neighbors (1998),Drama,3.71,3.57,3.94,319.0,192.0
2166,Return to Paradise (1998),Drama|Romance,3.49,3.44,3.62,158.0,55.0
2167,Blade (1998),Action|Adventure|Horror,3.14,3.09,3.32,57.0,19.0
2168,Dance with Me (1998),Drama|Romance,3.6,3.58,3.65,153.0,68.0
2169,Dead Man on Campus (1998),Comedy,3.43,3.4,3.51,810.0,353.0
2170,Wrongfully Accused (1998),Action|Comedy,3.53,3.38,3.71,8.0,7.0
2171,Next Stop  Wonderland (1998),Comedy|Drama|Romance,3.39,3.35,3.46,141.0,56.0
2172,Strike! (a.k.a. All I Wanna Do  The Hairy Bird) (1998),Comedy,3.08,3.12,3.0,26.0,11.0
2173,Navigator: A Mediaeval Odyssey  The (1988),Adventure|Fantasy|Sci-Fi,3.34,3.28,3.42,29.0,24.0
2174,Beetlejuice (1988),Comedy|Fantasy,3.36,3.39,3.15,829.0,141.0
2175,Déj?Vu (1997),Drama|Romance,3.3,3.16,3.61,128.0,57.0
2176,Rope (1948),Thriller,2.69,2.72,2.58,159.0,40.0
2177,Family Plot (1976),Comedy|Thriller,3.71,3.69,3.75,589.0,236.0
2178,Frenzy (1972),Thriller,3.74,3.76,3.66,458.0,115.0
2179,Topaz (1969),Thriller,3.26,3.3,3.13,285.0,82.0
2180,Torn Curtain (1966),Thriller,3.23,3.22,3.25,248.0,64.0
