record_id,timestamp,location,temperature,smoke_level,carbon_monoxide
866,2020-06-27T04:13:19Z,Oaks Estate,56.2,52,41.0
867,2024-04-29T04:13:19Z,Chapman,65.1,169,14.2
868,2023-04-21T04:13:19Z,Stirling,66.6,249,8.3
869,2019-01-29T04:13:19Z,Fisher,27.3,181,41.0
870,2016-01-30T04:13:19Z,Belconnen,88.4,182,14.6
871,2015-04-19T04:13:19Z,Greenway,55.9,225,45.4
872,2015-04-22T04:13:19Z,Stirling,57.2,82,28.6
873,2022-07-23T04:13:19Z,Kambah,91.9,188,44.2
874,2021-12-15T04:13:19Z,Bonner,22.6,252,62.1
875,2018-05-27T04:13:19Z,Chisholm,82.8,143,81.8
876,2017-06-05T04:13:19Z,Page,23.4,3,80.8
877,2018-06-07T04:13:19Z,Symonston,70.8,263,11.1
878,2019-06-20T04:13:19Z,Taylor,89.8,159,91.9
879,2021-06-08T04:13:19Z,Conder,32.1,183,62.1
880,2021-06-17T04:13:19Z,Hughes,74.1,36,82.0
881,2022-12-13T04:13:19Z,Cook,23.0,171,21.7
882,2018-08-10T04:13:19Z,Wright,87.7,194,45.3
883,2023-07-06T04:13:19Z,Lyneham,42.5,273,40.2
884,2022-12-17T04:13:19Z,Belconnen,25.1,178,18.2
885,2024-04-13T04:13:19Z,Gungahlin,77.9,229,55.7
886,2021-10-17T04:13:19Z,Coombs,19.9,70,73.1
887,2020-06-10T04:13:19Z,O'Connor,52.3,283,89.4
888,2015-08-25T04:13:19Z,Deakin,63.2,259,19.4
889,2022-12-18T04:13:19Z,Oaks Estate,99.8,142,41.6
890,2014-10-08T04:13:19Z,Wright,71.3,87,43.5
891,2017-03-16T04:13:19Z,Lyneham,30.9,163,97.7
892,2022-04-22T04:13:19Z,Conder,54.1,280,44.4
893,2019-09-04T04:13:19Z,Isaacs,16.5,130,0.1
894,2019-05-20T04:13:19Z,Macarthur,50.1,182,51.5
895,2024-06-01T04:13:19Z,Charnwood,32.9,89,39.9
896,2017-01-24T04:13:19Z,Deakin,89.0,1,64.6
897,2018-10-13T04:13:19Z,McKellar,19.3,179,22.2
898,2017-11-06T04:13:19Z,Isaacs,34.8,150,32.0
899,2023-11-02T04:13:19Z,Banks,37.0,117,22.2
900,2017-03-23T04:13:19Z,Coombs,61.9,186,64.1
901,2022-07-21T04:13:19Z,Hume,57.7,64,23.4
902,2019-05-25T04:13:19Z,Kaleen,50.9,88,88.8
903,2020-11-12T04:13:19Z,Charnwood,23.4,75,5.7
904,2014-12-21T04:13:19Z,Lawson,21.3,102,65.2
905,2017-07-06T04:13:19Z,Pearce,27.9,275,89.0
906,2024-03-09T04:13:19Z,Gilmore,54.1,7,72.7
907,2021-09-21T04:13:19Z,Belconnen,34.3,181,85.5
908,2018-06-28T04:13:19Z,Flynn,64.6,282,95.9
909,2020-08-05T04:13:19Z,Palmerston,83.9,238,53.0
910,2019-06-24T04:13:19Z,Conder,71.6,267,8.3
911,2022-04-10T04:13:19Z,Theodore,88.3,75,11.7
912,2023-12-06T04:13:19Z,Griffith,68.7,149,87.1
913,2018-09-11T04:13:19Z,Franklin,41.7,25,62.4
914,2017-05-21T04:13:19Z,Macnamara,21.2,206,62.8
915,2016-12-23T04:13:19Z,Acton,85.5,36,62.0
916,2017-06-23T04:13:19Z,Bonner,70.0,274,33.1
917,2024-08-23T04:13:19Z,Kaleen,62.4,22,7.7
918,2024-06-05T04:13:19Z,Gordon,27.1,48,52.1
919,2016-03-09T04:13:19Z,Chisholm,66.6,155,91.7
920,2018-04-29T04:13:19Z,Hall,81.8,49,39.9
921,2017-05-11T04:13:19Z,Ainslie,39.0,90,68.4
922,2016-10-18T04:13:19Z,Lawson,73.9,282,4.4
923,2015-01-21T04:13:19Z,Symonston,72.1,143,61.8
924,2020-10-04T04:13:19Z,Acton,94.7,54,87.0
925,2016-06-17T04:13:19Z,Throsby,24.0,28,88.5
926,2017-02-08T04:13:19Z,Macarthur,96.5,217,62.6
927,2023-03-06T04:13:19Z,Turner,78.4,121,71.7
928,2018-03-17T04:13:19Z,Bonython,35.4,176,74.4
929,2024-01-25T04:13:19Z,Downer,73.7,152,9.4
930,2023-05-17T04:13:19Z,Kaleen,36.7,209,43.5
931,2016-09-09T04:13:19Z,Fadden,70.3,36,51.0
932,2021-10-20T04:13:19Z,Richardson,23.3,211,2.3
933,2020-04-16T04:13:19Z,Flynn,90.7,97,34.1
934,2021-06-14T04:13:19Z,Lawson,37.3,9,95.8
935,2023-03-29T04:13:19Z,Macarthur,96.9,169,48.2
936,2024-01-17T04:13:19Z,Symonston,59.3,154,54.4
937,2016-06-08T04:13:19Z,Forrest,67.1,184,8.6
938,2015-05-04T04:13:19Z,Melba,66.1,162,27.8
939,2014-12-11T04:13:19Z,Belconnen,95.2,211,92.4
940,2023-11-27T04:13:19Z,Palmerston,57.8,115,39.9
941,2016-07-07T04:13:19Z,Calwell,39.8,218,66.4
942,2016-02-29T04:13:19Z,Melba,45.2,252,80.2
943,2022-02-14T04:13:19Z,Calwell,84.8,70,49.4
944,2022-12-31T04:13:19Z,Banks,52.4,73,4.0
945,2023-11-25T04:13:19Z,Evatt,90.1,41,4.3
946,2015-01-04T04:13:19Z,Lyons,82.8,222,78.6
947,2016-10-02T04:13:19Z,Moncrieff,59.5,211,44.5
948,2019-07-02T04:13:19Z,Narrabundah,49.5,279,24.5
949,2022-03-29T04:13:19Z,Franklin,36.4,34,8.2
950,2016-02-14T04:13:19Z,Ngunnawal,96.9,248,60.9
951,2017-10-17T04:13:19Z,Fisher,93.2,98,23.9
952,2019-03-29T04:13:19Z,Chisholm,78.0,82,20.1
953,2016-07-06T04:13:19Z,Bonython,31.5,91,40.8
954,2015-04-10T04:13:19Z,Spence,15.3,272,81.7
955,2020-02-16T04:13:19Z,Fisher,29.6,163,88.8
956,2015-01-22T04:13:19Z,Chapman,56.9,78,21.2
957,2021-02-19T04:13:19Z,Molonglo,74.3,19,8.4
958,2023-07-03T04:13:19Z,Wright,55.6,99,95.8
959,2017-10-16T04:13:19Z,Bonython,65.2,12,48.2
960,2023-06-24T04:13:19Z,Duffy,34.4,234,10.4
961,2021-04-09T04:13:19Z,Theodore,89.6,241,89.4
962,2016-08-21T04:13:19Z,Pialligo,44.2,52,32.0
963,2020-10-06T04:13:19Z,Harrison,54.2,61,18.9
964,2019-10-18T04:13:19Z,Evatt,29.8,184,10.8
965,2022-02-28T04:13:19Z,Dunlop,37.5,62,6.1
966,2020-01-13T04:13:19Z,Garran,57.7,198,84.8
967,2018-05-19T04:13:19Z,Downer,78.0,124,26.5
968,2017-09-23T04:13:19Z,Belconnen,34.7,276,36.2
969,2019-12-18T04:13:19Z,Higgins,84.0,290,40.8
970,2019-03-29T04:13:19Z,Belconnen,41.6,60,74.0
971,2021-06-05T04:13:19Z,McKellar,67.3,201,7.7
972,2019-04-21T04:13:19Z,Fraser,28.8,160,52.0
973,2024-05-19T04:13:19Z,Farrer,78.2,162,97.4
974,2016-03-12T04:13:19Z,Harrison,76.1,41,95.2
975,2022-09-21T04:13:19Z,Lyneham,91.2,93,25.6
976,2021-08-23T04:13:19Z,Crace,67.3,202,18.5
977,2015-06-20T04:13:19Z,Stirling,36.4,116,93.4
978,2015-01-30T04:13:19Z,Isabella Plains,53.4,263,34.1
979,2021-10-16T04:13:19Z,Narrabundah,91.8,117,71.1
980,2019-11-23T04:13:19Z,Chapman,74.3,250,29.1
981,2021-09-26T04:13:19Z,Dickson,39.9,104,59.6
982,2023-06-10T04:13:19Z,Yarralumla,41.4,73,84.5
983,2017-09-07T04:13:19Z,Belconnen,21.3,237,38.2
984,2023-06-02T04:13:19Z,Narrabundah,77.2,129,84.4
985,2017-04-26T04:13:19Z,Deakin,24.1,215,98.3
986,2020-01-11T04:13:19Z,Ainslie,72.0,259,56.1
987,2022-09-20T04:13:19Z,Forrest,83.6,47,88.7
988,2022-02-02T04:13:19Z,Duffy,20.3,202,19.0
989,2022-11-13T04:13:19Z,Melba,80.4,235,97.9
990,2016-03-18T04:13:19Z,Wanniassa,42.3,57,20.1
991,2021-09-05T04:13:19Z,Watson,69.1,289,4.4
992,2017-04-16T04:13:19Z,Theodore,64.5,247,60.2
993,2023-07-26T04:13:19Z,Molonglo,76.1,268,82.6
994,2018-04-24T04:13:19Z,Page,28.4,107,59.8
995,2023-08-08T04:13:19Z,Franklin,85.2,101,42.6
996,2016-11-21T04:13:19Z,Kaleen,65.6,296,40.6
997,2020-12-24T04:13:19Z,Lyneham,97.6,261,56.8
998,2022-06-08T04:13:19Z,Macarthur,98.1,268,17.8
999,2015-02-20T04:13:19Z,Conder,85.6,80,94.7
1000,2014-11-08T04:13:19Z,Aranda,35.8,247,97.5
1001,2021-06-24T04:13:19Z,Conder,87.9,241,5.3
1002,2016-03-12T04:13:19Z,Bonner,85.7,142,14.6
1003,2019-10-10T04:13:19Z,Hawker,94.3,38,73.1
1004,2024-05-05T04:13:19Z,Gilmore,55.1,295,53.9
1005,2019-06-14T04:13:19Z,McKellar,60.4,221,85.7
1006,2024-06-10T04:13:19Z,Griffith,73.3,173,13.9
1007,2016-10-29T04:13:19Z,Taylor,72.2,296,64.6
1008,2017-02-23T04:13:19Z,Curtin,51.9,98,65.9
1009,2017-10-02T04:13:19Z,Melba,57.5,261,71.6
1010,2019-11-26T04:13:19Z,Braddon,15.6,207,28.6
1011,2019-06-19T04:13:19Z,Conder,73.3,297,86.4
1012,2021-06-09T04:13:19Z,Fraser,57.0,220,87.9
1013,2023-05-21T04:13:19Z,Deakin,92.5,63,51.1
1014,2021-01-15T04:13:19Z,Oaks Estate,26.1,183,27.5
1015,2017-08-16T04:13:19Z,City,55.5,253,75.9
1016,2016-08-22T04:13:19Z,Isabella Plains,29.6,36,24.1
1017,2015-08-26T04:13:19Z,Acton,93.6,38,75.8
1018,2019-07-06T04:13:19Z,Dickson,60.0,224,61.2
1019,2021-10-26T04:13:19Z,Weston,95.2,45,3.0
1020,2019-01-30T04:13:19Z,Oxley,84.9,163,19.4
1021,2021-01-25T04:13:19Z,Holt,50.6,221,12.3
1022,2018-05-01T04:13:19Z,Monash,97.3,276,13.1
1023,2022-02-15T04:13:19Z,Macarthur,60.4,269,77.1
1024,2022-02-07T04:13:19Z,Chisholm,29.1,33,76.8
1025,2016-10-19T04:13:19Z,Oaks Estate,16.6,291,21.8
1026,2015-04-27T04:13:19Z,Macnamara,31.0,83,31.2
1027,2017-12-27T04:13:19Z,Gilmore,30.9,201,0.8
1028,2020-06-06T04:13:19Z,Garran,57.7,44,12.5
1029,2016-10-15T04:13:19Z,Greenway,93.9,243,14.4
1030,2023-12-27T04:13:19Z,Page,43.4,289,15.8
1031,2023-12-08T04:13:19Z,Palmerston,72.8,159,12.1
1032,2018-07-06T04:13:19Z,Wright,19.0,107,68.6
1033,2016-01-09T04:13:19Z,Taylor,32.0,192,63.0
1034,2020-01-22T04:13:19Z,Watson,17.9,32,73.2
1035,2017-08-17T04:13:19Z,Whitlam,56.3,290,51.8
1036,2024-04-10T04:13:19Z,Fraser,26.2,272,45.2
1037,2018-09-21T04:13:19Z,Macarthur,73.0,248,44.1
1038,2020-09-04T04:13:19Z,Rivett,40.0,162,13.7
1039,2017-09-09T04:13:19Z,Latham,36.6,189,76.4
1040,2022-03-04T04:13:19Z,Spence,64.4,30,61.4
1041,2019-10-12T04:13:19Z,Denman Prospect,27.3,162,17.5
1042,2022-02-15T04:13:19Z,Fadden,85.3,178,22.1
1043,2022-05-09T04:13:19Z,Kambah,74.8,98,31.9
1044,2017-01-24T04:13:19Z,Stirling,80.1,259,18.8
1045,2022-06-11T04:13:19Z,Beard,49.9,241,69.3
1046,2021-03-19T04:13:19Z,Gilmore,34.6,197,88.1
1047,2022-09-12T04:13:19Z,Russell,80.8,68,85.2
1048,2017-01-23T04:13:19Z,Weetangera,87.3,217,36.4
1049,2022-01-03T04:13:19Z,Kenny,66.4,164,57.5
1050,2018-05-04T04:13:19Z,Chifley,68.0,234,81.2
1051,2024-02-15T04:13:19Z,Holt,27.3,190,11.4
1052,2018-06-21T04:13:19Z,Isabella Plains,61.6,143,67.2
1053,2023-01-17T04:13:19Z,Giralang,86.1,88,78.1
1054,2015-01-11T04:13:19Z,Hall,83.3,156,72.3
1055,2017-02-03T04:13:19Z,Macarthur,95.8,145,62.6
1056,2022-04-16T04:13:19Z,Jacka,46.0,198,20.5
1057,2024-03-10T04:13:19Z,Moncrieff,40.8,101,14.8
1058,2015-03-05T04:13:19Z,Ngunnawal,98.2,175,55.1
1059,2018-01-24T04:13:19Z,Stirling,16.2,137,44.6
1060,2020-05-14T04:13:19Z,Forrest,84.1,4,65.1
1061,2017-10-02T04:13:19Z,Weetangera,84.9,204,43.4
1062,2018-05-26T04:13:19Z,Hackett,91.0,174,33.5
1063,2018-10-20T04:13:19Z,Spence,78.3,95,46.8
1064,2020-06-08T04:13:19Z,Isaacs,74.1,287,61.3
1065,2022-07-25T04:13:19Z,Holt,20.5,189,68.6
1066,2023-05-05T04:13:19Z,Coombs,49.0,24,7.9
1067,2018-12-18T04:13:19Z,Waramanga,49.4,295,32.8
1068,2022-08-25T04:13:19Z,Macarthur,98.3,39,27.7
1069,2020-09-17T04:13:19Z,Molonglo,62.4,46,61.6
1070,2024-08-02T04:13:19Z,Kenny,60.7,273,15.8
1071,2016-03-24T04:13:19Z,Garran,52.0,262,40.1
1072,2017-08-26T04:13:19Z,Fraser,55.6,193,66.7
1073,2022-02-07T04:13:19Z,Phillip,19.6,261,20.4
1074,2015-09-29T04:13:19Z,Oaks Estate,84.0,124,40.5
1075,2018-05-05T04:13:19Z,Charnwood,44.2,161,42.8
1076,2021-11-26T04:13:19Z,Kenny,89.0,267,62.5
1077,2017-05-14T04:13:19Z,Fraser,37.5,223,71.5
1078,2015-01-26T04:13:19Z,Moncrieff,20.3,174,92.3
1079,2019-11-09T04:13:19Z,Franklin,66.2,215,21.3
1080,2022-08-28T04:13:19Z,Banks,20.4,11,81.5
1081,2018-06-22T04:13:19Z,Reid,42.7,257,6.3
1082,2023-01-14T04:13:19Z,Kingston,84.0,43,84.7
1083,2023-11-29T04:13:19Z,Oxley,68.7,121,52.1
1084,2018-06-24T04:13:19Z,Calwell,54.2,35,54.8
1085,2014-11-24T04:13:19Z,Dickson,88.1,62,12.4
1086,2022-03-27T04:13:19Z,Macquarie,36.9,270,90.6
1087,2021-06-03T04:13:19Z,Hume,73.4,170,86.6
1088,2016-12-08T04:13:19Z,Lyneham,20.4,289,46.8
1089,2023-09-26T04:13:19Z,Greenway,34.5,190,71.5
1090,2016-01-04T04:13:19Z,Rivett,23.8,90,31.8
1091,2016-11-02T04:13:19Z,Molonglo,73.7,111,47.2
1092,2016-03-16T04:13:19Z,Conder,96.2,198,91.5
1093,2022-11-15T04:13:19Z,Gungahlin,62.7,139,36.9
1094,2022-08-17T04:13:19Z,Turner,44.3,155,94.6
1095,2018-08-24T04:13:19Z,Charnwood,84.0,36,25.7
1096,2017-03-08T04:13:19Z,Hawker,80.7,110,98.0
1097,2015-01-05T04:13:19Z,Farrer,89.3,245,88.4
1098,2016-01-16T04:13:19Z,O'Malley,43.2,167,20.9
1099,2018-09-28T04:13:19Z,Kaleen,83.3,227,82.7
1100,2024-03-02T04:13:19Z,Torrens,32.9,159,19.4
1101,2022-01-18T04:13:19Z,O'Connor,48.8,159,83.9
1102,2017-03-12T04:13:19Z,Griffith,86.1,159,14.6
1103,2021-02-05T04:13:19Z,Flynn,32.3,158,70.3
1104,2015-09-02T04:13:19Z,Weetangera,99.2,250,90.6
1105,2016-01-23T04:13:19Z,Gungahlin,34.3,160,1.9
1106,2022-08-16T04:13:19Z,Russell,44.9,165,51.5
1107,2022-09-09T04:13:19Z,Page,57.5,70,94.7
1108,2019-02-19T04:13:19Z,O'Malley,77.9,163,91.3
1109,2018-02-16T04:13:19Z,Hume,73.9,184,85.8
1110,2016-07-10T04:13:19Z,Fraser,29.5,125,68.9
1111,2024-01-16T04:13:19Z,Throsby,15.9,115,23.3
1112,2023-06-27T04:13:19Z,Macgregor,35.6,216,36.3
1113,2016-12-11T04:13:19Z,Kingston,34.4,59,26.0
1114,2021-08-13T04:13:19Z,Richardson,97.3,231,11.3
1115,2022-09-13T04:13:19Z,Weetangera,67.4,71,85.1
1116,2022-11-24T04:13:19Z,Weetangera,36.2,176,72.1
1117,2021-12-05T04:13:19Z,Ngunnawal,74.0,86,34.4
1118,2015-05-11T04:13:19Z,Bonner,50.2,212,30.5
1119,2020-12-26T04:13:19Z,Whitlam,71.5,89,20.0
1120,2023-02-06T04:13:19Z,O'Connor,87.3,11,9.4
1121,2024-02-29T04:13:19Z,Throsby,86.7,8,96.5
1122,2019-12-13T04:13:19Z,Hughes,59.8,10,82.4
1123,2024-07-31T04:13:19Z,Weetangera,89.7,123,15.3
1124,2018-11-14T04:13:19Z,Narrabundah,95.0,62,51.1
1125,2021-12-18T04:13:19Z,Isabella Plains,66.6,9,29.5
1126,2022-05-22T04:13:19Z,Weston,56.3,21,8.1
1127,2016-10-09T04:13:19Z,Beard,23.3,70,35.1
1128,2021-02-10T04:13:19Z,Bruce,50.0,38,32.6
1129,2018-06-02T04:13:19Z,Fraser,20.1,102,48.8
1130,2020-05-15T04:13:19Z,Gungahlin,19.2,122,48.1
1131,2017-01-02T04:13:19Z,Belconnen,88.1,118,86.9
1132,2023-05-06T04:13:19Z,Macgregor,87.8,164,73.9
1133,2019-06-20T04:13:19Z,Duffy,97.1,197,1.7
1134,2018-07-22T04:13:19Z,Isabella Plains,23.2,203,5.1
1135,2015-10-01T04:13:19Z,Higgins,97.7,134,97.5
1136,2016-10-19T04:13:19Z,Coombs,52.3,225,13.5
1137,2015-06-07T04:13:19Z,Flynn,37.1,267,27.2
1138,2016-05-26T04:13:19Z,Campbell,88.4,209,2.9
1139,2020-12-01T04:13:19Z,Page,64.3,151,31.0
1140,2020-10-05T04:13:19Z,Hall,66.5,58,46.4
1141,2019-02-19T04:13:19Z,Greenway,53.7,201,88.7
1142,2019-05-04T04:13:19Z,Chifley,81.0,28,85.2
1143,2023-03-17T04:13:19Z,Richardson,88.3,173,30.7
1144,2020-11-03T04:13:19Z,Crace,88.8,12,81.0
1145,2021-10-04T04:13:19Z,Watson,74.3,109,2.5
1146,2022-09-20T04:13:19Z,Gowrie,83.9,286,17.8
1147,2022-09-01T04:13:19Z,Fyshwick,60.4,94,59.1
1148,2023-04-08T04:13:19Z,Throsby,82.4,113,48.3
1149,2015-12-19T04:13:19Z,Conder,48.3,157,29.9
1150,2021-10-26T04:13:19Z,Cook,22.8,234,72.9
1151,2017-10-14T04:13:19Z,Fyshwick,90.6,122,35.6
1152,2019-08-17T04:13:19Z,Isabella Plains,92.1,297,0.8
1153,2016-01-01T04:13:19Z,Hawker,16.3,175,79.9
1154,2016-02-18T04:13:19Z,Latham,46.9,263,8.5
1155,2023-01-16T04:13:19Z,Weston,17.0,254,95.7
1156,2024-06-21T04:13:19Z,Banks,83.4,237,46.3
1157,2015-06-09T04:13:19Z,Oaks Estate,95.0,32,26.4
1158,2019-04-22T04:13:19Z,Nicholls,94.9,232,2.3
1159,2019-07-31T04:13:19Z,Kaleen,16.5,117,47.3
1160,2016-05-26T04:13:19Z,Garran,97.0,287,67.7
1161,2017-05-04T04:13:19Z,Aranda,61.6,56,94.7
1162,2015-08-08T04:13:19Z,Aranda,61.5,100,41.9
1163,2015-01-03T04:13:19Z,Whitlam,46.8,123,47.8
1164,2016-04-04T04:13:19Z,Charnwood,40.0,124,37.2
1165,2017-02-08T04:13:19Z,Isabella Plains,28.2,102,84.5
1166,2015-07-09T04:13:19Z,Kaleen,38.9,284,15.4
1167,2022-12-01T04:13:19Z,Lawson,81.6,77,4.5
1168,2015-09-29T04:13:19Z,Parkes,94.7,171,93.8
1169,2014-10-02T04:13:19Z,Greenway,49.5,158,92.6
1170,2019-02-05T04:13:19Z,Crace,50.2,104,44.8
1171,2020-01-23T04:13:19Z,Spence,69.0,88,13.9
1172,2018-12-12T04:13:19Z,Phillip,23.8,193,31.4
1173,2016-04-08T04:13:19Z,Yarralumla,93.7,36,25.6
1174,2016-08-27T04:13:19Z,Throsby,40.8,29,14.3
1175,2016-08-18T04:13:19Z,City,37.3,236,74.6
1176,2016-11-24T04:13:19Z,Spence,34.3,231,36.3
1177,2023-08-04T04:13:19Z,Dunlop,69.6,24,5.6
1178,2017-12-27T04:13:19Z,Dickson,22.3,153,0.5
1179,2022-11-08T04:13:19Z,Forrest,28.2,102,69.6
1180,2021-02-22T04:13:19Z,Garran,71.4,34,93.8
1181,2021-01-15T04:13:19Z,Chisholm,21.5,110,45.2
1182,2017-12-09T04:13:19Z,O'Malley,36.5,2,86.5
1183,2018-10-24T04:13:19Z,Garran,18.3,300,46.9
1184,2018-04-11T04:13:19Z,Dickson,52.5,296,62.5
1185,2023-11-24T04:13:19Z,Kaleen,17.0,16,74.5
1186,2020-11-27T04:13:19Z,City,98.3,216,53.4
1187,2021-05-02T04:13:19Z,Gilmore,69.8,13,51.3
1188,2019-06-21T04:13:19Z,Bonython,59.8,262,1.4
1189,2016-11-09T04:13:19Z,Griffith,23.0,133,70.6
1190,2017-11-05T04:13:19Z,Taylor,17.5,173,17.6
1191,2018-12-08T04:13:19Z,Higgins,48.8,223,79.1
1192,2022-09-21T04:13:19Z,City,27.2,109,63.0
1193,2021-08-10T04:13:19Z,Gungahlin,71.9,132,71.4
1194,2022-09-14T04:13:19Z,Chifley,19.9,32,31.8
1195,2017-02-11T04:13:19Z,Fisher,33.3,82,31.9
1196,2017-02-28T04:13:19Z,Evatt,62.2,198,72.9
1197,2021-02-14T04:13:19Z,Braddon,38.6,225,20.1
1198,2017-05-20T04:13:19Z,Forrest,16.0,170,27.3
1199,2021-10-05T04:13:19Z,Charnwood,64.4,248,20.3
1200,2018-10-30T04:13:19Z,Florey,19.8,84,70.7
1201,2019-12-02T04:13:19Z,Molonglo,52.9,79,2.8
1202,2024-09-02T04:13:19Z,City,66.6,174,0.3
1203,2015-02-18T04:13:19Z,Waramanga,89.3,8,42.7
1204,2022-11-07T04:13:19Z,Oaks Estate,23.4,243,12.6
1205,2016-06-18T04:13:19Z,Garran,78.1,117,14.8
1206,2019-02-17T04:13:19Z,Whitlam,73.8,25,26.6
1207,2023-09-24T04:13:19Z,McKellar,18.8,189,89.6
1208,2020-11-06T04:13:19Z,Macquarie,93.3,115,23.1
1209,2016-04-22T04:13:19Z,Spence,76.2,257,64.3
1210,2015-01-28T04:13:19Z,Conder,72.0,176,92.3
1211,2020-02-14T04:13:19Z,Ngunnawal,75.9,246,93.9
1212,2017-05-16T04:13:19Z,City,19.7,52,24.2
1213,2018-10-07T04:13:19Z,Wanniassa,33.4,284,2.0
1214,2020-09-12T04:13:19Z,Ainslie,72.8,89,53.6
1215,2022-12-12T04:13:19Z,Stirling,57.0,232,92.5
1216,2024-07-02T04:13:19Z,Hall,28.4,274,53.4
1217,2019-02-19T04:13:19Z,Curtin,88.9,227,6.8
1218,2017-08-26T04:13:19Z,Melba,29.1,172,44.8
1219,2015-03-23T04:13:19Z,Florey,94.6,152,83.2
1220,2021-06-08T04:13:19Z,Russell,34.0,101,60.6
1221,2015-06-01T04:13:19Z,Lyons,21.3,88,36.6
1222,2015-08-01T04:13:19Z,Ainslie,33.8,169,73.4
1223,2021-07-17T04:13:19Z,Holt,71.0,87,98.4
1224,2023-01-30T04:13:19Z,Denman Prospect,56.1,66,89.5
1225,2020-09-18T04:13:19Z,Amaroo,69.7,162,1.7
1226,2018-10-09T04:13:19Z,Coombs,48.6,30,18.9
1227,2015-07-12T04:13:19Z,Dickson,73.2,37,23.6
1228,2014-11-18T04:13:19Z,Flynn,18.8,75,44.6
1229,2020-06-23T04:13:19Z,Dickson,50.6,111,14.3
1230,2019-01-07T04:13:19Z,Dunlop,93.0,276,52.7
1231,2021-02-25T04:13:19Z,Page,20.3,63,20.9
1232,2020-10-31T04:13:19Z,Gungahlin,65.5,276,5.3
1233,2016-06-18T04:13:19Z,Latham,19.5,84,72.6
1234,2021-10-25T04:13:19Z,Dickson,99.1,105,18.1
1235,2023-09-15T04:13:19Z,Isabella Plains,17.8,281,51.4
1236,2015-11-24T04:13:19Z,Lawson,37.4,290,23.8
1237,2021-11-26T04:13:19Z,Chifley,39.5,102,70.3
1238,2020-02-14T04:13:19Z,Parkes,63.3,255,18.4
1239,2015-11-03T04:13:19Z,Parkes,82.8,287,91.9
1240,2024-05-18T04:13:19Z,Macgregor,53.3,19,68.6
1241,2023-02-17T04:13:19Z,Campbell,21.3,281,81.7
1242,2016-04-24T04:13:19Z,Red Hill,65.9,156,44.1
1243,2017-12-27T04:13:19Z,Gungahlin,23.3,218,19.3
1244,2023-02-22T04:13:19Z,Conder,99.2,35,15.8
1245,2022-03-30T04:13:19Z,Gordon,60.7,86,51.1
1246,2021-04-24T04:13:19Z,Acton,65.9,12,40.0
1247,2021-08-12T04:13:19Z,Acton,29.1,113,91.0
1248,2017-05-19T04:13:19Z,McKellar,77.9,231,74.1
1249,2017-02-08T04:13:19Z,Kambah,21.6,74,48.4
1250,2022-04-29T04:13:19Z,Pialligo,74.6,292,40.7
1251,2017-07-23T04:13:19Z,Hughes,17.8,73,36.0
1252,2019-01-30T04:13:19Z,Ainslie,51.6,206,52.5
1253,2019-07-11T04:13:19Z,Fisher,62.4,7,16.9
1254,2022-01-26T04:13:19Z,Ainslie,37.1,111,38.2
1255,2019-02-18T04:13:19Z,Gungahlin,29.1,251,95.7
1256,2024-08-12T04:13:19Z,Ngunnawal,57.4,118,65.7
1257,2016-11-06T04:13:19Z,Bonython,59.9,220,58.8
1258,2023-04-03T04:13:19Z,Narrabundah,43.5,180,90.5
1259,2024-06-23T04:13:19Z,Waramanga,95.2,193,44.9
1260,2016-09-13T04:13:19Z,Belconnen,97.8,122,8.7
1261,2022-06-27T04:13:19Z,Rivett,76.4,53,80.1
1262,2019-06-01T04:13:19Z,Yarralumla,61.0,281,46.0
1263,2017-09-19T04:13:19Z,Torrens,69.7,90,24.6
1264,2018-04-15T04:13:19Z,Dunlop,50.6,221,54.1
1265,2024-08-09T04:13:19Z,Denman Prospect,65.8,6,53.2
1266,2023-05-22T04:13:19Z,Scullin,71.1,250,83.1
1267,2014-11-10T04:13:19Z,Evatt,45.2,202,80.9
1268,2016-04-17T04:13:19Z,Red Hill,94.7,93,54.0
1269,2020-08-28T04:13:19Z,Macquarie,72.1,78,74.4
1270,2019-12-31T04:13:19Z,Macgregor,81.1,237,70.8
1271,2014-11-26T04:13:19Z,Uriarra Village,42.4,173,4.0
1272,2015-05-27T04:13:19Z,O'Malley,35.5,146,96.3
1273,2017-08-14T04:13:19Z,Taylor,27.3,229,4.0
1274,2017-03-10T04:13:19Z,Torrens,22.3,182,66.4
1275,2022-02-17T04:13:19Z,Page,68.6,155,15.2
1276,2020-09-30T04:13:19Z,McKellar,65.8,278,2.4
1277,2023-06-22T04:13:19Z,Flynn,76.2,221,73.6
1278,2019-05-09T04:13:19Z,Waramanga,65.2,88,97.1
1279,2022-04-11T04:13:19Z,Hughes,62.8,160,75.8
1280,2020-04-27T04:13:19Z,Chisholm,22.1,247,5.6
1281,2022-03-16T04:13:19Z,Barton,57.3,231,67.7
1282,2021-10-04T04:13:19Z,Wright,95.2,117,91.7
1283,2021-06-05T04:13:19Z,Taylor,44.9,58,17.5
1284,2021-07-19T04:13:19Z,Aranda,72.0,279,83.5
1285,2023-05-29T04:13:19Z,Weston,93.3,226,9.1
1286,2019-02-17T04:13:19Z,Cook,85.0,283,97.0
1287,2022-04-05T04:13:19Z,Curtin,70.7,42,58.2
1288,2014-12-14T04:13:19Z,Higgins,62.1,239,13.3
1289,2019-08-22T04:13:19Z,Waramanga,28.2,48,1.4
